attribute_0,avg_marks,min_marks,max_marks,surrounding_environment,level_of_comfortable_zone_for_student,university_contribution_in_paper_setting,stud_contribution_in_fighting_for_exam,stud_teacher_contribution_in_learning,gender,location,pg_sem_2,pg_sem_3,travel_time,study_hours,classattentiveness,extratutions,teachinglearninggap,examenvironment,ownstudynotes,time_on_socialmedia,use_online_course,familymotivation,expertmotivation,friendsmotivation,health_issues,inappropriate_yllabus,family_responsiblities,festival_holidays,financial_status,incentive_programs,exam_stress,overall_pg_performance,pg_sem_4_10_classes,pg_class_coded,pg_class_coded_cat
91.0,84.66666667,58.5,67.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.93,70.93,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
92.0,79.77777778,54.83333333,63.83333333,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.26333333,67.26333333,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
93.0,79.6,54.7,63.7,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.13,67.13,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
94.0,84.0,58.0,67.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.43,70.43,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
95.0,81.66666667,56.25,65.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.68,68.68,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
96.0,81.0,55.75,64.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.18,68.18,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2
97.0,65.66666667,43.0,54.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,65.145,62.785,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,1
98.0,65.71428571,43.03571429,54.53571429,3.0,9.0,5.0,4.0,5.0,1.0,1.0,65.18071429,62.82071429,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,1
99.0,72.46666667,48.1,59.6,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.245,67.885,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
100.0,73.0,48.5,60.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.645,68.285,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
101.0,73.66666667,49.0,60.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.145,68.785,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
102.0,73.88888889,49.16666667,60.66666667,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.31166667,68.95166667,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
103.0,73.74074074,49.05555556,60.55555556,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.20055556,68.84055556,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
104.0,74.66666667,49.75,61.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.895,69.535,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
105.0,80.0,53.75,65.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.895,73.535,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
106.0,74.66666667,49.75,61.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.895,69.535,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
107.0,74.47619048,49.60714286,61.10714286,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.75214286,69.39214286,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
108.0,74.51851852,49.63888889,61.13888889,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.78388889,69.42388889,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
109.0,74.53333333,49.65,61.15,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.795,69.435,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
110.0,80.33333333,54.0,65.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,76.145,73.785,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
111.0,75.44444444,50.33333333,61.83333333,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.47833333,70.11833333,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
112.0,75.26666667,50.2,61.7,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.345,69.985,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
113.0,79.66666667,53.5,65.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.645,73.285,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
114.0,77.33333333,51.75,63.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,73.895,71.535,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
115.0,76.66666667,51.25,62.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,73.395,71.035,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,2
116.0,76.33333333,50.5,69.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.93,59.93,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,1
117.0,76.38095238,50.53571429,69.53571429,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.96571429,59.96571429,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,1
118.0,83.13333333,55.6,74.6,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.03,65.03,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,1
119.0,83.66666667,56.0,75.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.43,65.43,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
120.0,84.33333333,56.5,75.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.93,65.93,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
121.0,84.55555556,56.66666667,75.66666667,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.09666667,66.09666667,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
122.0,84.40740741,56.55555556,75.55555556,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.98555556,65.98555556,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
123.0,85.33333333,57.25,76.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.68,66.68,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
124.0,90.66666667,61.25,80.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.68,70.68,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
125.0,85.33333333,57.25,76.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.68,66.68,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
126.0,85.14285714,57.10714286,76.10714286,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.53714286,66.53714286,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
127.0,85.18518519,57.13888889,76.13888889,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.56888889,66.56888889,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
128.0,85.2,57.15,76.15,3.0,9.0,5.0,4.0,5.0,1.0,1.0,70.58,66.58,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
129.0,91.0,61.5,80.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.93,70.93,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
130.0,86.11111111,57.83333333,76.83333333,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.26333333,67.26333333,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
131.0,85.93333333,57.7,76.7,3.0,9.0,5.0,4.0,5.0,1.0,1.0,71.13,67.13,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
132.0,90.33333333,61.0,80.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.43,70.43,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
133.0,88.0,59.25,78.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.68,68.68,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
134.0,87.33333333,58.75,77.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,72.18,68.18,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,6.0,2
135.0,60.0,39.5,52.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,57.79,63.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
136.0,60.04761905,39.53571429,52.53571429,3.0,9.0,5.0,4.0,5.0,1.0,1.0,57.82571429,63.53571429,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
137.0,66.8,44.6,57.6,3.0,9.0,5.0,4.0,5.0,1.0,1.0,62.89,68.6,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
138.0,67.33333333,45.0,58.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.29,69.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
139.0,68.0,45.5,58.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.79,69.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
140.0,68.22222222,45.66666667,58.66666667,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.95666667,69.66666667,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
141.0,68.07407407,45.55555556,58.55555556,3.0,9.0,5.0,4.0,5.0,1.0,1.0,63.84555556,69.55555556,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
142.0,69.0,46.25,59.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.54,70.25,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
143.0,74.33333333,50.25,63.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.54,74.25,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
144.0,69.0,46.25,59.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.54,70.25,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
145.0,69.0,46.25,59.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.54,70.25,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
146.0,68.80952381,46.10714286,59.10714286,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.39714286,70.10714286,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
147.0,68.85185185,46.13888889,59.13888889,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.42888889,70.13888889,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
148.0,68.86666667,46.15,59.15,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.44,70.15,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
149.0,74.66666667,50.5,63.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.79,74.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
150.0,69.77777778,46.83333333,59.83333333,3.0,9.0,5.0,4.0,5.0,1.0,1.0,65.12333333,70.83333333,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
151.0,69.6,46.7,59.7,3.0,9.0,5.0,4.0,5.0,1.0,1.0,64.99,70.7,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
152.0,74.0,50.0,63.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.29,74.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
153.0,71.66666667,48.25,61.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,66.54,72.25,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
154.0,71.0,47.75,60.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,66.04,71.75,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,3
155.0,76.66666667,58.0,59.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.215,71.855,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
156.0,76.71428571,58.03571429,59.03571429,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.25071429,71.89071429,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
157.0,83.46666667,63.1,64.1,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.315,76.955,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
158.0,84.0,63.5,64.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,74.715,77.355,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
159.0,84.66666667,64.0,65.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.215,77.855,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
160.0,84.88888889,64.16666667,65.16666667,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.38166667,78.02166667,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
161.0,84.74074074,64.05555556,65.05555556,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.27055556,77.91055556,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
162.0,85.66666667,64.75,65.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.965,78.605,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
163.0,91.0,68.75,69.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,79.965,82.605,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
164.0,85.66666667,64.75,65.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.965,78.605,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
165.0,85.66666667,64.75,65.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.965,78.605,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
166.0,85.47619048,64.60714286,65.60714286,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.82214286,78.46214286,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
167.0,85.51851852,64.63888889,65.63888889,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.85388889,78.49388889,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
168.0,85.53333333,64.65,65.65,3.0,9.0,5.0,4.0,5.0,1.0,1.0,75.865,78.505,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
169.0,91.33333333,69.0,70.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,80.215,82.855,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
170.0,86.44444444,65.33333333,66.33333333,3.0,9.0,5.0,4.0,5.0,1.0,1.0,76.54833333,79.18833333,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
171.0,86.26666667,65.2,66.2,3.0,9.0,5.0,4.0,5.0,1.0,1.0,76.415,79.055,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
172.0,90.66666667,68.5,69.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,79.715,82.355,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,7.0,3
173.0,88.33333333,66.75,67.75,3.0,9.0,5.0,4.0,5.0,1.0,1.0,77.965,80.605,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
174.0,87.66666667,66.25,67.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,77.465,80.105,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,2
175.0,77.33333333,56.5,59.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,62.79,62.5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,1
176.0,77.38095238,56.53571429,59.53571429,3.0,9.0,5.0,4.0,5.0,1.0,1.0,62.82571429,62.53571429,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,1
177.0,84.13333333,61.6,64.6,3.0,9.0,5.0,4.0,5.0,1.0,1.0,67.89,67.6,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
178.0,84.66666667,62.0,65.0,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.29,68.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
179.0,85.33333333,62.5,65.5,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.79,68.5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
180.0,85.55555556,62.66666667,65.66666667,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.95666667,68.66666667,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
181.0,85.40740741,62.55555556,65.55555556,3.0,9.0,5.0,4.0,5.0,1.0,1.0,68.84555556,68.55555556,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
182.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,69.54,69.25,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
183.0,91.66666667,67.25,70.25,3.0,9.0,5.0,4.0,5.0,1.0,1.0,73.54,73.25,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,6.0,2
